drug,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,TSNE1,TSNE2,cluster_kmeans_5,cluster_kmeans_6,cluster_kmeans_7,cluster_kmeans_8,cluster_kmeans_9,cluster_kmeans_10,cluster_kmeans_11,cluster_kmeans_12,cluster_kmeans_13,cluster_kmeans_14,cluster_kmeans_15,cluster_kmeans_16,cluster_kmeans_17,cluster_kmeans_18,cluster_kmeans_19,cluster_kmeans_20,cluster_birch_5,cluster_birch_6,cluster_birch_7,cluster_birch_8,cluster_birch_9,cluster_birch_10,cluster_birch_11,cluster_birch_12,cluster_birch_13,cluster_birch_14,cluster_birch_15,cluster_birch_16,cluster_birch_17,cluster_birch_18,cluster_birch_19,cluster_birch_20,cluster_agglomerative_5,cluster_agglomerative_6,cluster_agglomerative_7,cluster_agglomerative_8,cluster_agglomerative_9,cluster_agglomerative_10,cluster_agglomerative_11,cluster_agglomerative_12,cluster_agglomerative_13,cluster_agglomerative_14,cluster_agglomerative_15,cluster_agglomerative_16,cluster_agglomerative_17,cluster_agglomerative_18,cluster_agglomerative_19,cluster_agglomerative_20
DB00515,7.955202361369504,-0.6708569409423887,-0.0765363322906068,0.1958350067437082,-0.3829214913482764,0.1376379981046055,-0.1204802566896765,-0.3597670999743455,-0.0809878389386616,0.0308674008037024,0.2726144976514119,-0.5423740356918673,0.4986210104901175,0.0559639698526213,-0.0462236413403016,-0.4562309618844097,-0.0181364031385622,0.2004801751135573,-0.1340682327704658,0.2415944384982299,-0.0173405308756874,-0.1264007278110477,-0.057359851900916,0.0352639600588795,0.1413757068690255,0.0848525485256735,-0.006654193064501,-0.138457535998954,-0.1326147242705534,-0.0004819707665578,-0.0418269225772812,0.1364085775947073,-0.0338903436858381,-0.0631657710337744,0.100273696100944,-0.0991142338274203,-0.2183460834726514,0.168216883064445,-0.0344787206020716,0.0010379391736667,0.1159075725230812,0.1195388203011567,-0.0591902968364816,-0.0624629920486489,0.0603154345220965,0.0338350773587819,-0.1518811454130699,-0.0539486099356342,-0.1064990290053508,0.0033901661565733,48.400284,-13.475369,4,5,3,7,8,8,4,7,11,0,8,5,2,17,14,9,3,3,3,3,3,3,1,0,4,4,4,4,4,4,1,0,2,2,0,7,7,7,7,7,7,3,3,1,0,17,17,17
DB00549,-3.156933970451584,0.7370914669646694,-0.859107169992382,1.276157834701668,0.1985582068284535,-0.5356145888054975,0.4080130353086104,-0.5291190278517951,-0.3966810137603249,-0.1535295181906054,0.2168853329880845,-0.4302147554409313,-0.0809118470320441,0.2904858707654175,-0.0564294530173006,0.1627654092984019,0.2257373363796747,-0.1566069671004971,0.1362462024625722,0.039918028030029,-0.2425018325680313,-0.3546416952367599,-0.204347114122274,0.0548251978433608,0.1274435865419594,-0.0623968953852655,-0.0948720431211946,0.0047989977011122,-0.0691196482436991,-0.0997393816215464,-0.1814402011380246,-0.0088644007936496,0.0291482159065385,-0.0803523959787209,0.0585287894180986,0.0965175936918868,0.0190405674992505,-0.1754599709798075,-0.0319769179192313,-0.1024467434927052,0.1558204784473198,-0.0043991060030828,-0.0190372723691933,-0.1296646636620282,-0.0448540534767483,0.0374578272511777,0.1941627606835734,0.04499127707244,-0.0739976851448906,0.0387704533338185,-41.721462,7.204771,0,0,1,6,7,0,1,1,3,7,2,12,5,0,8,0,2,0,5,5,5,2,2,2,2,0,14,14,14,14,14,14,3,3,3,3,1,0,1,1,0,7,7,7,7,7,7,7
DB09241,-2.1247761691084803,-1.9042355804373696,0.6469980613479211,0.6779927190819799,-0.598610776062444,0.3612567191354857,-0.0655061423367864,-0.0183103846113565,0.4162272510716366,-0.6141835133591229,0.1903152335968028,-0.1773040404956481,0.0376240035025951,-0.2715990995766052,0.0766387820206214,0.0615927319241305,-0.1471055900445197,0.1479486991757176,-0.0409020201065705,-0.1393876231657206,0.1853635282360077,-0.1018586724879986,-0.0272376475273933,0.1293211393540677,-0.0935490588737543,-0.1041885362898997,-0.0569464489645055,-0.1240717941948603,0.1727930524092227,-0.0379343447772512,-0.1045223550319422,-0.0456775908841473,0.0199628670704813,-0.1138464799943215,-0.0510729509044588,-0.0500527973651954,-0.0125829351957933,-0.0156380409068376,0.0747225473994693,-0.0468387073048428,0.0057952514359276,-0.0099197371458786,-0.053529158737453,0.0088524572375158,0.0908289569251144,-0.1258051271804604,0.0604548487644768,0.0270449145986915,-0.0092380657288683,-0.0936659518345515,-5.941452,-35.892296,2,1,6,1,5,2,6,11,5,10,9,9,16,5,18,16,1,1,1,0,8,8,3,1,0,6,6,2,0,6,6,6,1,1,1,0,8,8,8,8,8,8,8,3,3,1,0,19
DB08909,-1.716164360082714,0.840934166019066,1.185198225297352,2.6967310731010947,0.4895989757883733,-0.3620622759971685,0.4935621621476161,-0.1408832088340129,-0.0297874129103589,0.3887941419936414,-0.1980806795982702,0.0510051883094713,0.0514522473881776,0.4819762341782513,-0.3754409926913529,0.1105730343001656,0.2029431312383937,-0.3090258749208329,0.1520325140210626,0.0697122983681964,0.0011658395449827,-0.0731640048432038,-0.1449557492810322,-0.1813968108703484,0.0582998524600412,-0.1604456418788908,0.0779123100229211,-0.0545333837766903,-0.1030928768734765,0.1408698979594037,-0.0737738468901411,-0.0128065601157326,0.0893715372577223,-0.0774512253856388,0.0278465323549844,-0.1455524095649976,0.0108411488538206,-0.1361725926036721,-0.0682226758668352,-0.0232224482856718,-0.0562033616426907,-0.084226608435844,-0.0736803488229287,0.021482632157909,-0.0239745983183201,0.0981493087467703,-0.0068651500673001,-0.1050980386247716,-0.0418665507324863,-0.0246086040278069,-15.568922,11.695225,0,0,1,6,1,1,9,5,8,11,10,11,1,13,1,3,0,5,2,2,0,5,5,5,5,5,5,5,2,0,18,18,0,0,5,5,5,5,5,2,2,2,0,15,15,15,15,15
DB00474,0.3621641207608683,0.3143012110799758,1.743819119147639,-0.7287200760774302,-0.8358491974506443,-0.3634074699333137,-0.4720660157101138,-0.1652542579952227,0.7202840152770832,-0.329376113650107,-0.2386816413691739,0.4494159692186587,-0.371862848900907,-0.0172363503640646,0.0834617737737341,-0.3061982181620997,0.3059121100710735,-0.3322833552009084,0.263081257433636,-0.1226697780505015,-0.1288590583870386,-0.0475191999074253,0.1209717884474192,-0.1084075177020267,0.2058578589774508,-0.1164636731757507,-0.104438803557249,-0.0942142167132711,0.0714063674479596,-0.1974238697316758,0.1667512600252619,0.2165019410822847,0.0261578766905045,0.0658556176481129,0.016035557056187,0.0825241738708837,-0.2105156574727586,0.1007182305879504,-0.2219867951465089,-0.0951501437354624,-0.0269884428549759,0.139811724826942,0.1779083846768588,-0.1503481618968781,0.1368144903164035,-0.2396244002655548,-0.0988448384810113,-0.0955552252645461,0.284179074773609,-0.1811003350413268,10.078839,-8.376532,1,4,4,4,6,7,7,10,12,1,11,14,9,3,9,12,1,1,1,0,8,8,3,1,0,6,6,2,0,17,17,17,1,1,1,0,3,3,3,3,1,0,14,14,14,14,14,14
DB01087,-3.153476417357401,-1.226594025736208,1.683115888586026,0.2534614154691886,-0.5070660193664641,0.5777932820284959,-0.574755067488347,-0.082681418236133,-0.0915473096474417,-0.5238693253593779,0.3294424533718527,-0.5656245869893741,-0.0241179056728753,-0.3444408353756775,0.06714716367518,-0.073785967350878,-0.007153662659067,0.0585108993291382,-0.0963756067511345,-0.1311443931607619,0.1475186554189065,-0.0044239849826484,-0.1083946470387771,0.18984861768744,-0.2534941170837035,0.0312924223263966,-0.0201261281197501,-0.082917722631196,-0.0613350430310286,-0.1723082631438311,0.0540486246652826,0.0345121866605537,-0.1126170025477299,-0.0175149755429586,-0.0470332983056667,-0.1937852049531233,-0.1367566587323261,0.0179759787549421,-0.0774381790958167,0.1234371762803953,-0.0701941506822307,-0.1526229929059563,0.012788990504834,0.0438775531878687,0.035530400842604,-0.0311440482553772,0.0523920862526014,0.1832741939614814,0.0586265126813235,-0.0578732516504465,-12.870586,-25.325867,2,1,6,1,5,4,2,2,2,8,4,13,13,8,7,10,1,1,1,0,8,8,3,1,0,13,13,13,13,13,13,13,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4
DB01291,-1.9127229769718344,-0.2985741298286103,2.404055131385224,-0.6122021788626401,-0.4342718833267334,0.6680001699421378,-0.4151651796213529,0.670509996084547,-0.451179331720083,-0.5299764258230056,0.0729433950872015,-0.1487353026223757,-0.0839271210497308,-0.0229935006968175,-0.043095837415449,-0.2082643163118593,0.2114742040528903,-0.1166546540788818,0.0352612719909919,0.0307025568674444,0.008210730507509,0.3742647465938171,-0.0055921538504142,0.0787927369276512,0.1129990347636931,0.0988495573408921,0.0122553357615377,-0.2595185024823619,0.1111473572543612,0.0577578523424828,0.2229541081733583,-0.0377984562618901,0.0291870020414878,0.0702206806817331,0.1070610800118688,0.1570523489505565,-0.1095159332687079,0.0065628771789137,0.2109540314007716,-0.0008509749344298,-0.1263294738345225,-0.0250806568655912,0.1640131330737835,0.0130765875908355,-0.1929823104486466,0.0077865884387839,0.0185160862424882,-0.0269774060042697,0.0175751253845949,0.0505565367962577,-10.765791,-19.083384,2,1,6,1,5,4,2,2,2,8,4,13,13,8,7,10,1,1,1,0,8,8,3,1,0,13,13,13,13,13,13,13,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4
DB09481,9.295483491035004,-0.1114568942487001,-0.2403477023473927,0.6694858963326396,-0.7602364304648072,0.0062276977851944,0.4232181954285842,-0.8691133015990153,-0.5866782883537623,0.2683173921817651,-0.1723366759527536,0.2222627451540833,-0.3112112024839144,0.1400785256507339,0.7702841060882362,0.573395689278641,0.1225562312359307,0.0804385595307407,-0.2138871055043572,-0.6394714585582987,0.207765524683637,0.3946624435563892,-0.4272842346350424,-0.2378425734966607,-0.0603322816226,0.5979636277531386,0.6761824268375894,-0.0075130765722988,0.451824633391915,-0.252443450576538,0.1297715936143073,0.686273800157421,0.5671654539161105,-0.0332688111257861,-0.3968402042308018,0.1654838502685804,0.1802445543804011,-0.1871090628101329,-0.1549611227944987,0.1105380799381404,0.001766498890177,-0.1422135965061222,0.0644901453354555,0.479421687478597,0.0039680507853928,-0.0437998481230388,0.5193131265947926,-0.2521135324926929,0.2854947858453621,-0.0908104027956887,56.647358,-3.8343406,4,5,3,7,8,8,4,7,0,9,5,10,12,6,0,4,3,3,3,3,3,3,1,0,4,4,4,4,4,4,1,0,2,2,0,7,7,7,7,7,7,3,3,1,0,8,8,8
DB00792,-3.969792237157493,-2.126358735148644,0.7769155331980393,1.4542776367166044,-0.9907549096146664,0.4182972897897891,0.4266611444716255,0.0217613653563917,0.457424797514626,-0.4579946100484134,0.5099562443159792,-0.0197207854743472,0.329529697192312,0.1766088133034222,0.0453900847458258,-0.0581960746169544,-0.1472356215374984,0.0901991640437917,-0.1100652765450148,-0.2857236399854819,0.62527703411938,0.1657639175971822,0.0239903490792919,0.1415106635001109,-0.0770646138145968,-0.2114176811383537,-0.0930684800714399,-0.2184143643863384,0.0263903953916578,0.1151915597505436,-0.3104165713720562,0.1079698863891329,-0.1130151414018432,-0.180406977527388,0.001984015244258,-0.0285987083095856,0.0766350824887652,-0.0725904143748737,-0.0789489021991217,0.0509892915036491,-0.0573723269316911,-0.0631442624990917,0.0049532810432345,0.0856830493337495,-0.0172942285923444,0.0332154283080387,-0.0360043934475297,0.0982643627785946,0.0935697508737272,-0.0338343502243941,-20.767744,-41.962547,2,1,6,1,5,4,10,6,10,2,13,1,7,15,15,16,4,4,4,4,4,4,4,4,1,1,0,15,15,15,15,15,4,4,4,1,0,4,4,4,4,4,4,4,1,0,3,3
DB04816,1.1836220104965127,-3.107504693140827,-1.204726782423189,0.9154957278992896,0.922477486070542,0.746309118135259,0.3002102374751308,0.4168542886669009,-0.2927973810499572,-0.0077078247498312,-0.769564584581018,0.340447486242952,-0.1090550390723487,-0.1482630485057949,0.1134977614810405,-0.2957515313135117,0.3553868513835901,-0.0325335550325542,-0.0327389390394634,0.1496858068155228,-0.1385618340293248,-0.0492058546372301,0.3143124692446046,0.1937683970776059,-0.0960898132601818,0.0978720868301362,-0.0311623652668311,-0.2238304138729645,-0.0379113462408328,-0.3647984375775034,0.0420318444222056,0.0938194129845892,-0.1486360887265933,0.0320911474362931,0.1253898832182754,0.0986981101781423,0.2116378369089664,-0.0006772677017232,0.1851634199957673,-0.1080330756708293,-0.0834808429418202,-0.0086092380722287,-0.0693071964002266,0.0192390811701341,0.0106482223689459,0.0544195128527023,-0.0225760644396959,0.0263835175801166,-0.0309183041612735,-0.1590525937813106,14.734197,-42.18807,2,4,2,3,2,2,6,11,5,10,9,3,16,14,10,11,1,1,1,0,2,0,8,8,8,8,8,8,8,8,8,8,1,1,1,0,3,3,3,3,1,0,6,6,6,6,6,6
DB11197,4.414861453685335,-1.339241239259673,1.3473821394010324,-1.9633991814113727,0.8466374475098241,-0.6766490379373851,1.0493128340351103,-0.5018659008997742,-0.0091223125226937,0.7783953651448459,0.3419885259321081,-0.6598006413925522,0.1748082598254333,-0.091951705098793,-0.0045929525176629,-0.5498186789172655,0.0469593851630709,0.1701652788776726,-0.5532572847653271,-0.2002992640863423,-0.0975438237742087,0.0344920529683903,0.2056734009144579,-0.0932727984057426,-0.3575905797937356,0.0829828102492414,0.0266577704676544,0.0089466014651913,-0.2233486049044676,0.2251414743964024,-0.1206229244689162,-0.1421186435592571,-0.0880509842867872,0.2802455161010875,-0.0405749204908114,-0.0646540641913707,-0.0473511462745833,0.0039566437760035,-0.0193541420554157,-0.0541158729320068,-0.0441805096504275,-0.0262982035835884,0.2496125835847943,-0.0994463963407022,-0.1484660882981474,-0.0521063814082762,0.1474005747010999,-0.0353649662683719,0.1230132072385234,-0.158599800641163,31.882833,-8.774529,4,5,3,2,0,3,0,0,11,0,8,5,2,1,6,13,3,3,3,3,3,3,1,0,12,12,12,12,12,12,12,12,2,2,0,4,4,1,0,11,11,11,11,11,11,11,11,11
DB01431,0.2298121543837568,3.755712037329857,-1.629591809862199,-1.4212095693209112,0.0636282960161319,1.0465863339424186,0.804210546883446,-0.3186810693281032,0.5580669976320906,-0.0883256095376317,0.0417912539419023,-0.1069076276163118,0.206093833698973,-0.3119599778038904,-0.2439198643917845,-0.0124875808507017,-0.0265945034586232,-0.4950147591662226,-0.0546006843323906,0.1319438731042184,0.2357881427184416,0.2009150720080048,-0.0466142115233156,0.0283822549630775,0.1670498522468582,-0.0682889468725284,0.0717126161709754,0.3177707133289207,0.1989679196645819,-0.1191808919204892,0.000405277182194,-0.034233662210585,0.0248783298384672,0.1681165147702353,0.0650810371577079,-0.166095462942695,-0.1157256253960033,0.0346927368505564,-0.0089789187222482,-0.0393636367106218,0.0802677934904643,0.0114824811548121,0.0477848828774057,-0.0493399709693311,0.0642729586941153,-0.012013655959376,0.0236887220149387,-0.0575113756363028,0.0775005438351955,0.0084868689124599,-12.081078,45.097736,3,3,5,0,3,5,5,3,1,12,0,6,8,2,12,5,0,5,2,2,0,9,9,9,9,9,9,9,9,9,9,9,0,5,2,2,2,2,2,0,12,12,12,12,12,12,12,12
DB00159,1.0700933896608529,1.9451308438650503,2.3781975533503927,0.363833584699212,-0.3516298468730779,-0.1558927337552507,0.1169457981797909,-0.2944023270871305,0.0583065646639543,0.4503457067112605,-0.65239623920838,0.0797532772347951,0.2637708700448476,-0.2496811801373627,-0.2735256974855033,-0.0501731683244217,-0.2203608723117894,-0.1668453945394758,0.0653405103597883,-0.1107625899167333,-0.1544641760815604,0.106500799345368,0.0688352748548233,-0.1042533664529016,-0.0789375670417465,-0.4314311055667196,0.0109287426094735,-0.0257185172123782,0.2340873642377662,-0.1923830387427048,0.121896337471611,0.086066620955606,-0.2386230192957603,0.2817513336815658,-0.0778987363791564,-0.0937111281109982,-0.0462105467104192,-0.1043603576448004,-0.0933708947871975,0.0687739751694809,0.2097833715740029,0.151655624017973,0.0046390566463359,0.1124847240448357,0.2368414879502682,0.241680880030684,0.0303018158706158,-0.1498479960085106,0.1045101300340194,0.2018255500793572,27.357752,19.61428,1,2,0,5,4,6,3,9,4,5,14,0,6,12,17,7,0,2,0,1,1,1,0,11,11,11,11,11,11,11,11,11,2,2,0,4,4,1,0,5,5,5,5,5,5,5,5,5
DB00221,-2.9878348400047,-0.5071426513598162,2.4997193710458823,-0.4058962560314709,-0.3835149383422805,1.0236106294746987,-0.4111964851756546,0.7368198455873475,-0.8199303848277868,-0.2486107819259536,0.2844074774166283,0.0735005818080236,-0.0248659290523549,0.0291968699408473,-0.0681430644133455,-0.177206065640348,0.306123148645955,-0.1611969469512439,-0.1526955350591485,0.0382501973807606,-0.2133228245470224,0.3418973821697874,0.1341074984393732,-0.0404338651514629,0.2016532340953707,0.2087658970235999,-0.0869894365291814,-0.2668467495702244,0.1948075226745925,-0.0346671115776976,0.2559691862456741,0.0643018450050131,0.0902220757118341,0.1362165462565208,0.1657902555118466,0.1146174668255525,-0.0772061357622498,0.0321856181926752,0.1663921551806551,-0.0242755959967554,-0.1001032839105184,-0.0628867173417566,0.1957344068381568,-0.0833622408476393,-0.0638856794970481,0.0367573020592364,-0.0589631636071895,-0.0394644222337855,-0.0498219485728933,0.0843653870630474,-10.833052,-20.11838,2,1,6,1,5,4,2,2,2,8,4,13,13,8,7,10,1,1,1,0,8,8,3,1,0,13,13,13,13,13,13,13,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,4
DB00288,-0.9446274535643608,3.872697590704285,-1.0053988912931002,-1.1051754197470487,0.4836415404204789,0.9747228500712348,0.6623811236906275,-0.5677471330160451,0.3866582603256212,-0.5633730281964293,-0.2295985655091089,0.2410402109948342,-0.1524917656169832,0.3139816110692504,-0.1700855724212961,0.0226144401410786,-0.0908485452937023,0.3067473213462568,-0.0512133518162789,-0.0534006507330715,-0.1356892454568923,-0.1282719194781441,-0.0208342102630465,0.0742761372653179,-0.0635060697350178,0.0092788329460343,-0.0018447430725782,-0.0334141048189507,-0.0602780736082464,0.1647485518858706,0.1071020756985107,0.0705261557321473,0.1056451541972326,-0.0553417389293316,0.070837661157905,-0.0786135407039765,-0.017975680052707,-0.0257156267405619,-0.0125649139652895,0.0794819162931187,-0.0340720399938167,-0.0338871858168533,-0.0036818801814232,-0.031104973817359,-0.0051668958932828,-0.0468569918560371,-0.0125406787577642,0.0335716876406031,-0.1239874827032052,0.0864492022946239,-8.715745,50.970215,3,3,5,0,3,5,5,3,1,12,0,6,8,2,12,5,0,5,2,2,0,9,9,9,9,9,9,9,9,9,9,9,0,5,2,2,2,2,2,0,12,12,12,12,12,12,12,12
DB00641,-1.7818466571338545,3.80859208353904,0.2890922351077996,-0.2368456596689354,0.4282006484336019,0.4087219392712536,-0.1455802178803356,-0.0501936172746038,0.2131960475586536,0.2164716631661564,-0.4856124482641692,0.0177643938713255,-0.0010273713421245,0.2619876281018529,0.1222875183068508,-0.0547084125035404,-0.071825466918597,-0.0298892646968009,-0.0340543011836574,-0.1448492901980607,-0.1975339425976399,-0.1043024370623548,-0.0456603796980055,-0.0737095816406406,-0.0964842917964528,0.0130516083341319,-0.0455941034475558,-0.1439190148250388,0.0825914057992762,0.1557433778092076,0.0214292784297426,-0.0200435130058217,-0.0942335740381131,-0.1076284859561168,-0.2198152529745249,0.1596351893222069,-0.0234160495222569,0.0294073835032062,0.0327541916237154,-0.0065961068893574,-0.0457325935148223,0.0037817394914393,-0.006240359810846,0.0946151870231063,-0.0869580284075384,0.0701445607032407,-0.1568509305572087,-0.0134107204513365,0.0023972589308716,-0.0972528991670556,-3.5933855,40.15624,3,3,5,0,3,5,5,3,1,12,0,6,8,2,12,15,0,5,2,2,0,9,9,9,9,9,9,9,9,9,9,9,0,5,2,2,2,2,2,0,12,12,12,12,12,12,12,12
DB00736,-2.203169341184985,-1.1882521850617354,1.0109362968420263,0.4240278627621726,-0.4663560840236874,0.3604191109775251,-0.4445831068878536,0.3012990514214186,-0.1437104395900593,-0.6808454462215946,-0.0857756431355264,-0.280775918907419,-0.7867003002795648,-0.3390738387493185,-0.1044118746578328,0.0254363003600243,-0.0103893851028954,-0.2281042921203074,-0.0956714857309712,-0.3222852598479165,0.0733409452398434,-0.1065484723843084,-0.1929242376406751,0.183455933904707,-0.3867773385731128,-0.0437205417464265,-0.1655618077401158,-0.0334730645237607,-0.1509956149939308,-0.0485090958451323,-0.2284723165342667,0.2978996973195061,0.0742452187382335,0.1690262273705863,0.0832870550023711,-0.2076681543649508,0.0042292706648918,-0.0667387578460786,-0.1727430543986943,-0.0078355178296033,0.1216055343195062,0.0537267811226958,0.0318317102315161,-0.0120992531742109,-0.1237116858365646,-0.0335676124168626,0.0391586110138387,0.2294223807937911,-0.0447078603105192,-0.0742438007979898,-20.50252,-31.231056,2,1,6,1,5,4,10,6,10,2,13,1,0,15,4,6,4,4,4,4,4,4,4,4,1,1,0,6,6,2,2,2,4,4,4,1,0,4,4,4,4,4,4,4,1,0,18,18
DB00729,-3.4103457068921834,-0.8289119959437398,-1.7297762450507943,0.8243846243919657,-0.5632517863997677,-0.3597427390353211,0.6766667847473241,0.0938185543789705,0.0243809571996528,0.3358790479095938,0.0279379152103299,0.1105581640574707,0.3414852757743619,-0.0209316103022935,-0.0991283552616773,0.0724904743288201,0.15457299896714,0.0419875068657222,0.1827040681191008,-0.1736628131617578,0.2343017732047735,-0.2608268293512514,-0.0203749682273092,-0.0227060559653021,0.2068612218623732,-0.1803307835624357,0.1706422825625424,0.1283943274846126,0.0289478076142808,0.0520553698827517,0.0138828490923439,-0.0334519954674243,-0.1051054403253378,0.1297841845745083,-0.0689431917741531,0.0160242401869906,-0.1569586881791565,0.0918142938823292,0.119358569927196,-0.0008834345655617,-0.0482501670299562,0.028718337193373,-0.0312705227820701,-0.0405775911911285,-0.0279175026032969,-0.003902884356158,0.059957592009526,0.0622472815902491,0.0526314871734443,-0.073681306905545,-39.380726,-2.764762,0,0,1,6,7,0,1,1,3,7,2,12,5,0,8,0,2,0,5,5,5,2,2,2,2,0,14,14,14,14,14,14,3,3,3,3,1,0,1,1,0,7,7,7,7,7,7,7
DB11364,2.8147610211848777,0.6756708346949074,-1.436076885297381,-1.6984812980239636,0.0548273928447291,-0.8959233146389773,-0.3297363579952531,-0.2757962542427368,-0.020593589255739,0.2854088369512244,-0.2859253814340307,0.4140931173205586,0.2235100698185223,0.0570125205663392,-0.0469236474243829,-0.253066824350603,0.2476706324016649,-0.1828919178777034,0.2379892193157028,-0.0577085492900932,-0.0671164379696717,0.08830343232525,-0.004477445127524,0.2298060569043711,0.0330581383434126,0.1403034523335228,-0.2773293267936272,0.0244670880072226,-0.0525749943354564,0.0052682184208468,-0.2127844078829703,0.191242408587626,-0.1345708857546675,-0.1556685189213804,-0.0466990205741468,-0.0339742073290924,0.0883692264791529,-0.1006626272673452,0.0175959028580248,0.0415271484519546,-0.0629488300847933,-0.1325358082481263,0.152676514874917,0.0610297558778053,0.0617751542801499,-0.1062975746062225,-0.0019535618497331,-0.1664084189400613,0.0306417778260817,0.0493827691557172,12.463352,7.3671603,1,2,4,4,6,1,8,10,12,1,3,8,10,10,13,19,0,2,0,1,1,1,0,3,3,3,1,1,1,1,0,7,0,0,5,5,5,5,5,2,2,2,0,8,8,3,1,0
DB01597,-0.4490073771238762,1.9704608276729816,2.023359949432427,-0.6336200908284194,-0.0330225011338012,-0.7226566889562547,0.006800719876612,-0.6030924988874033,-0.2405845045594468,-0.0076744065133493,-0.3774849072709356,0.0877299558127464,0.5386759935780273,-0.1113167290700587,-0.0804310356439539,-0.2781931101913706,-0.0097529658125263,-0.0049572363583687,-0.0506334546757929,0.0494021345950541,-0.1751996303822761,0.1608808473718183,0.0817674709731806,0.015622113933859,-0.1389590484921128,-0.3120992079468941,-0.0418796815024703,-0.0372181453568899,0.0551327685519417,-0.0982422869562737,-0.000945181141611,0.0708285770530543,-0.0952695071632649,0.2046653141738172,0.1162660261151526,-0.0735317787670003,0.0145903062641041,-0.0649445106512241,0.0145125861004218,0.081142630584193,0.0057704441090379,0.0752352908867496,-0.0278458335094826,0.1260145840867144,0.0565938260776441,0.0261059719372037,0.1421842550590715,0.0272316054710471,0.0048526755972146,-0.0199941969282405,7.3987284,22.14609,1,2,0,5,4,1,8,5,8,13,12,2,3,4,2,15,0,2,0,1,1,1,0,3,3,3,1,1,1,1,0,19,0,0,5,5,5,5,5,2,2,2,0,8,8,3,1,0
DB00512,2.3638150071775934,2.3034029221193784,-0.4383161829427633,1.9091282107891727,1.296971769966345,-0.4166209662703782,-0.1174201870668596,0.4355439754652679,0.0179115135800979,-0.5240723924142022,0.7058759941886013,0.1774634628042255,-0.1281511940860103,0.0372723181988289,0.3305752618925296,-0.3664633418601896,0.1730442516210791,0.1231130259716887,0.0509683025073907,-0.1287069888075085,-0.1502849616581555,0.0647419164334548,-0.0697076210215571,-0.1609446860092847,0.1198178114180605,-0.045049108965402,0.0476033650769013,-0.0583647132387891,-0.0564725861772154,-0.1364925594945432,0.1263290255896233,-0.159965586730448,-0.0536803998403818,0.0106915161708746,-0.2036331837758157,-0.1054533894173173,0.052455822821448,-0.0272463354873831,-0.1040437213519941,0.0810843445517165,-0.1948419519361256,0.0159213571200312,-0.0187384197356488,-0.0275911756590108,0.1921777836309093,0.0710016310624153,-0.028192754649973,-0.1135306569141848,-0.0645509789283091,-0.0202358744553698,23.59878,37.772205,1,2,0,5,4,6,3,9,6,3,6,7,14,11,11,1,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,6,6,6,6,6,6,6,6,2,2,2,2,2,2
DB14033,-1.4787299979286526,-2.2141336157347484,0.7410087165349355,-0.565388898714923,0.3751500690621916,0.1920376231093024,-0.5448657388999895,-0.7294140509036603,0.3100505535856478,-0.5766814907931043,0.3414818559988977,-0.3651817235444536,0.1165757483083071,-0.0830591704106635,0.2745975497653057,0.6340357364147718,0.0572385387372336,0.0810460623325608,0.061828285926095,0.1102507194136365,-0.1280832899877923,-0.4486255952778056,-0.0378391706065939,-0.0609662208596031,0.0827460940211314,-0.0931985838428272,-0.2603746033873745,-0.1028652158668877,0.1840355987868078,-0.1138225285948031,-0.1348190611692521,-0.1856297220772442,0.3023723331357588,0.1809011004146246,-0.180275914274725,0.081056913431613,0.0280339558428848,-0.1423155436091066,0.0279083378728669,-0.0210702541496766,0.22367377140828,0.014370361245397,-0.0078648676986405,0.0874186746741301,-0.0342583664064796,0.0579394905715072,-0.0676157945753979,0.0090979369714393,-0.1305174815536019,-0.0515671049539082,5.5442605,-33.183765,2,4,2,3,2,2,6,11,5,10,9,9,16,14,18,2,1,1,1,0,8,8,3,1,0,6,6,2,0,6,6,6,1,1,1,0,3,3,3,3,1,0,6,6,6,6,6,6
